Fiscal Year 2012,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,CW-1,CW-2,D,D-CREW,E-1,E-2,E-2C,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,U-5,V-1,V-2,V-3,Total Visas,BCC,Grand Total
China - Taiwan,0,6,0,349,"101,307",54,0,0,64,"2,450",0,1,1,0,1,0,843,306,1,0,2,0,"10,621",446,0,2,0,0,14,0,0,"1,692",0,0,0,0,43,462,150,"4,288",611,111,9,0,0,347,329,310,10,0,0,0,0,0,0,0,0,0,0,64,173,6,77,0,103,4,0,0,0,71,19,0,0,0,0,17,0,0,0,0,0,1,0,2,0,0,0,0,0,"125,367",0,"125,367"
Hong Kong S.A.R.,0,2,0,16,"40,688",5,0,0,15,722,0,0,2,0,1,0,0,1,3,0,1,0,"2,785",48,0,0,0,0,15,1,0,292,0,0,0,0,8,70,113,"1,148",54,52,7,0,0,76,61,47,1,0,0,0,0,0,0,0,0,0,0,30,200,11,87,0,1,0,23,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,600",0,"46,600"
India,170,"2,878",54,931,"329,457","1,136",0,0,518,"27,055",0,621,3,1,370,0,2,14,0,0,63,0,"23,446","1,260",0,116,248,0,"1,522",33,0,"80,630",0,0,0,2,"1,099","53,877",180,"6,637","1,961",513,13,5,0,"18,182","25,140",591,2,0,0,0,0,0,0,0,0,0,0,167,265,61,33,0,"1,648",11,6,0,0,717,213,0,0,0,0,87,0,49,79,0,0,8,10,14,0,0,0,0,0,"582,098",0,"582,098"
Indonesia,181,"2,362",59,579,"43,364",42,0,0,109,"12,041",0,148,0,0,8,0,0,3,0,0,2,0,"2,411",118,0,165,263,0,385,19,0,609,0,0,0,0,23,165,143,"1,242",214,152,9,1,0,193,320,48,0,0,0,0,0,0,0,0,0,0,0,16,1,9,6,0,85,1,2,0,0,14,1,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,"65,520",0,"65,520"
Iran,0,0,2,448,"12,487","6,465",0,0,31,4,7,0,0,0,0,0,2,47,0,0,0,0,"3,024",488,0,117,228,0,186,1,0,164,0,0,0,0,2,144,5,708,313,407,25,3,0,18,11,27,4,0,0,0,0,0,0,0,0,0,0,7,22,4,6,0,9,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,446",0,"25,446"
Iraq,138,792,12,15,"7,009",24,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,335,128,0,74,142,0,38,0,0,12,0,0,0,0,3,10,15,"1,084",411,89,2,2,0,13,15,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,399",0,"10,399"
Israel,187,"2,823",0,62,"118,148","1,227",0,0,11,492,0,26,0,0,9,0,212,24,0,0,2,0,964,90,0,21,79,0,36,1,0,754,0,0,0,7,17,608,70,"2,870","1,215",30,6,0,0,778,"1,322",28,1,0,0,0,0,0,0,0,0,0,0,235,20,69,239,0,52,1,2,0,0,60,51,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,"132,854",0,"132,854"
Japan,292,"7,859",2,15,"2,724",59,0,0,11,"3,667",0,"1,313",66,21,1,0,"1,547","10,130",13,0,9,0,"18,669",774,0,64,122,0,431,0,0,"1,907",0,0,0,296,180,930,"1,133","7,342","2,688",401,24,2,0,"4,479","5,627",475,2,0,0,1,0,0,0,1,0,0,0,535,57,116,510,1,207,49,169,0,0,94,29,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,"75,071",0,"75,071"
Jordan,34,"1,842",5,49,"16,604",80,0,0,2,293,0,64,0,0,3,0,0,14,0,0,0,0,970,155,0,17,30,0,98,0,0,225,0,0,0,0,1,136,20,839,158,76,1,3,0,30,42,14,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,1,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,825",0,"21,825"
"Korea, North",0,0,0,0,49,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,87
"Korea, South",183,"2,245",0,217,"9,244",58,0,0,9,"3,184",0,89,55,40,0,0,336,"3,041",29,0,5,0,"39,159","5,112",0,54,66,0,217,0,0,"3,131",0,0,0,23,76,"1,824",278,"10,820","5,625",197,10,1,0,"1,338","2,283",415,65,0,0,0,0,0,0,0,0,0,0,293,34,86,551,1,17,16,0,0,0,264,209,0,0,0,0,23,0,0,1,0,0,3,0,0,0,0,0,0,0,"90,927",0,"90,927"
Kuwait,61,379,0,2,"17,701",3,0,0,0,5,0,0,0,0,75,0,0,0,0,0,0,0,"2,969",382,0,38,42,0,6,0,0,15,0,0,0,0,4,3,1,82,26,0,0,0,0,6,11,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,826",0,"21,826"
Laos,36,67,0,26,"1,070",9,0,0,2,1,0,10,0,0,0,0,0,0,0,0,0,0,27,0,0,14,54,0,33,1,0,0,0,0,0,0,0,0,0,65,0,352,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,800",0,"1,800"
Lebanon,18,508,15,57,"17,852",56,0,0,8,94,0,0,0,0,11,0,0,0,0,0,0,0,442,11,0,7,18,0,100,0,0,256,0,0,0,0,7,64,28,659,66,120,2,2,0,33,19,19,0,0,0,0,0,0,0,0,0,0,0,14,11,2,6,0,61,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,578",0,"20,578"
Macau S.A.R.,0,0,0,0,"1,792",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,19,0,0,0,0,0,4,1,57,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,134",0,"2,134"
Malaysia,104,810,1,657,"37,844",115,0,0,19,"2,057",0,3,0,0,1,0,0,4,1,0,8,0,"1,985",50,0,15,81,0,68,3,0,523,0,0,0,0,155,173,85,888,104,38,0,0,0,756,382,42,0,0,0,0,0,0,0,0,0,0,0,18,11,3,6,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,027",0,"47,027"
Maldives,2,50,0,0,77,0,0,0,1,35,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,9,28,0,2,0,0,2,0,0,0,0,0,0,1,23,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,263
Mongolia,41,207,1,346,"4,531",29,0,0,23,0,0,3,0,0,14,0,0,13,0,0,0,0,621,48,0,10,109,0,64,0,0,26,0,0,0,0,0,20,55,714,65,18,2,0,0,3,5,28,6,0,0,0,0,0,0,0,0,0,0,2,0,5,16,0,6,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"7,041",0,"7,041"
Nepal,18,167,12,52,"6,592",8,0,0,39,300,0,29,1,2,0,0,0,0,0,0,0,0,"1,125",167,0,28,44,0,299,4,0,524,0,0,5,0,5,294,11,312,83,49,3,1,1,60,34,16,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,16,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,"10,341",0,"10,341"
Oman,63,601,2,10,"1,548",657,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,850,68,0,18,50,0,2,0,0,5,0,0,0,0,13,5,4,121,36,0,0,0,0,18,42,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,193",0,"4,193"
Pakistan,137,"1,618",15,68,"35,768",199,0,0,12,543,0,1,0,0,3,0,4,30,0,0,2,0,"1,088",136,0,133,84,0,422,12,0,613,0,0,0,0,5,620,43,"1,734",392,331,4,16,4,151,235,14,2,0,0,0,0,0,0,0,0,0,0,7,17,4,7,0,80,3,0,0,0,7,6,0,0,0,0,39,0,1,2,0,0,0,1,6,0,0,0,0,0,"44,619",0,"44,619"
Palestinian Authority Travel Document,0,1,0,85,"3,382",108,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,198,19,0,1,1,1,14,0,0,29,0,0,0,0,2,15,9,287,47,18,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,226",0,"4,226"
Philippines,73,"1,878",277,"5,772","106,445",283,0,0,"1,332","63,489",0,89,234,29,612,0,16,74,1,0,3,0,693,68,0,96,39,0,620,117,0,"2,026",0,1,13,772,26,"1,925",87,"3,296",82,"5,115",920,28,8,733,588,38,0,0,0,0,0,0,0,0,0,0,0,56,153,14,159,0,31,4,31,0,0,178,64,0,0,0,0,8,0,30,56,0,0,0,0,1,0,0,0,0,0,"198,683",0,"198,683"
Qatar,87,450,4,4,"5,533",7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,723,56,0,8,45,1,0,0,0,0,0,0,0,0,1,3,2,58,14,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,011",0,"7,011"
Saudi Arabia,452,"4,949",55,126,"59,919",34,0,0,3,0,0,0,0,0,532,0,0,0,0,0,0,0,"27,932","7,168",0,97,92,0,39,0,0,42,0,0,0,0,9,55,9,635,512,3,0,0,0,101,296,120,29,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,213",0,"103,213"
Singapore,39,"3,000",0,9,469,1,0,0,0,"2,240",0,20,0,0,2,0,1,29,0,0,5,0,"2,273",100,0,17,28,0,43,0,0,375,212,0,0,1,46,183,23,"1,035",97,20,4,0,0,260,272,55,0,0,0,0,0,0,0,0,0,0,0,19,7,2,8,1,11,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,926",0,"10,926"
Sri Lanka,13,258,29,88,"7,876",18,0,0,106,"1,212",0,3,1,0,4,0,0,6,0,0,3,0,721,120,0,40,36,0,106,22,0,214,0,0,0,0,1,94,9,158,37,14,0,1,0,152,103,40,2,0,0,0,0,0,0,0,0,0,0,1,3,0,12,0,13,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,541",0,"11,541"
Syria,2,4,8,60,"8,171",100,0,0,3,18,0,0,0,0,19,0,0,0,0,0,0,0,300,41,0,68,8,0,63,0,0,59,0,0,0,0,0,52,0,158,52,141,2,0,0,12,11,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,26,0,0,0,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,408",0,"9,408"
Thailand,69,"1,034",9,270,"39,360",22,0,0,91,"2,713",0,29,3,0,3,0,53,280,0,0,3,0,"4,166",59,0,10,168,2,54,1,0,284,0,0,11,0,22,68,183,"7,100",86,734,98,8,2,169,92,47,2,0,0,0,0,0,0,0,0,0,0,22,0,6,44,0,10,1,10,0,0,62,0,0,0,0,0,2,0,43,70,0,0,0,0,0,0,0,0,0,0,"57,575",0,"57,575"
Timor-Leste,11,26,1,0,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,23,0,6,1,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161
United Arab Emirates,69,954,0,1,"9,998",5,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,958,163,0,6,32,0,2,0,0,4,0,0,0,0,0,0,1,81,19,0,0,0,0,7,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,404",0,"12,404"
Vietnam,229,894,1,118,"41,159",453,0,0,78,570,0,48,1,0,35,0,0,9,0,0,0,0,"10,343",118,0,69,99,0,179,3,0,341,0,0,0,0,2,104,49,"1,392",174,924,108,1,1,122,90,100,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,146,2,0,0,0,133,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,117",0,"58,117"
Yemen,43,231,27,55,"2,077",8,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,474,137,0,32,103,0,70,0,0,4,0,0,0,0,0,9,7,168,2,15,0,11,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,497",0,"3,497"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Asia,"3,568","42,788",616,"11,634","2,106,493","13,940",0,0,"4,538","137,833",7,"3,535",426,110,"6,050",0,"3,021","14,062",57,0,125,0,"352,635","20,947",0,"1,646","3,313",36,"6,393",244,0,"106,128",212,1,30,"1,101","2,098","65,433","3,820","89,482","24,873","12,092","1,517",94,19,"31,597","40,406","4,046",138,0,0,1,0,0,1,1,0,1,1,"1,703","1,010",470,"2,951",4,"3,407",103,344,0,0,"1,784",632,0,0,1,0,354,0,130,219,3,4,21,25,41,1,0,0,0,0,"3,130,316",0,"3,130,316"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,21,155,0,5,"5,267",38,0,0,10,0,0,0,0,0,19,0,0,2,0,0,0,0,398,10,0,1,44,0,57,1,0,59,0,0,0,0,1,12,25,272,8,78,2,0,0,6,1,1,0,0,0,37,0,1,0,0,0,0,0,3,2,0,14,0,20,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,576",0,"6,576"
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
Armenia,31,150,1,0,"4,044",13,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,136,22,0,6,30,0,112,4,0,58,0,0,0,0,0,50,14,243,21,135,8,2,2,9,7,5,0,0,0,0,0,0,0,0,0,0,0,19,35,11,29,1,81,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"5,294",0,"5,294"
Austria,38,278,0,77,788,1,0,0,3,503,0,0,0,0,0,0,22,100,0,0,2,0,786,9,0,24,44,7,141,0,0,153,0,0,0,3,3,36,110,"2,209",75,21,0,0,0,281,119,66,1,0,0,1,0,0,1,0,0,0,0,83,11,11,317,0,50,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,382",0,"6,382"
Azerbaijan,48,344,1,18,"3,843",4,0,0,14,0,0,0,0,0,57,0,0,8,0,0,0,0,437,30,0,39,52,0,81,0,0,38,0,0,0,0,19,22,25,370,19,23,1,0,0,21,25,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,599",0,"5,599"
Belarus,11,6,0,58,"8,170",379,0,0,5,749,0,0,0,0,0,0,0,1,0,0,0,0,262,8,0,28,61,0,86,1,0,139,0,0,0,0,2,80,7,624,22,62,11,3,1,77,76,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1,53,0,6,11,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,018",0,"11,018"
Belgium,46,254,1,31,"1,433",20,0,0,0,"1,140",0,9,0,0,1,0,3,196,0,0,2,0,799,25,0,14,37,25,140,2,0,195,0,0,0,0,5,72,132,"1,257",131,29,3,0,0,345,327,100,0,0,0,319,0,51,0,5,0,0,0,95,49,23,159,0,9,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,492",0,"7,492"
Bosnia and Herzegovina,17,186,1,3,"4,692",3,0,0,1,581,0,0,0,0,5,0,0,3,0,0,0,0,158,6,0,2,17,0,64,1,0,32,0,0,0,0,0,8,13,356,7,85,5,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,63,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,360",0,"6,360"
Bulgaria,27,135,0,35,"11,995",11,0,0,15,"1,938",0,0,0,0,0,0,0,11,0,0,1,0,433,5,0,16,33,1,95,1,0,330,0,0,6,140,1,56,42,"7,408",33,74,8,0,0,44,35,17,0,0,0,148,0,0,0,0,0,0,0,35,3,7,75,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,"23,283",0,"23,283"
Croatia,25,115,0,54,"10,320",366,0,0,15,"4,140",0,0,0,0,0,0,0,18,0,0,0,0,319,14,0,20,38,0,79,0,0,70,0,0,0,2,1,21,39,629,36,22,2,0,0,47,22,8,0,0,0,7,0,2,0,0,0,0,0,22,2,3,20,0,38,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,524",0,"16,524"
Cyprus,8,44,0,1,"4,315",3,0,0,4,42,0,0,0,0,2,0,0,0,0,0,0,0,195,5,0,5,18,1,13,0,0,49,0,0,0,0,0,8,13,142,12,2,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,921",0,"4,921"
Czech Republic,36,316,1,16,"1,950",61,0,0,1,290,0,4,0,0,10,0,0,32,0,0,1,0,606,5,0,11,64,3,42,1,0,125,0,0,1,1,4,48,46,"2,582",104,23,1,0,0,157,99,8,1,0,0,66,0,2,2,2,0,0,0,39,6,7,139,0,3,6,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,929",0,"6,929"
Denmark,48,370,5,53,"1,107",8,0,0,4,516,0,4,0,0,1,0,19,93,0,0,4,0,"1,430",20,0,17,115,7,194,2,0,146,0,0,0,1,4,96,156,"2,450",239,28,0,0,0,393,431,93,1,0,0,95,0,14,0,4,0,0,0,167,17,33,138,0,13,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,554",0,"8,554"
Estonia,16,87,0,4,232,1,0,0,1,156,0,0,0,0,0,0,1,1,0,0,0,0,83,4,0,7,20,2,16,0,0,21,0,0,0,0,0,6,8,756,25,4,0,0,0,21,18,7,0,0,0,85,0,0,0,0,0,0,0,22,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,623",0,"1,623"
Finland,32,458,0,206,370,26,0,0,0,574,0,2,0,0,0,0,10,61,0,0,2,0,397,13,0,28,134,4,128,1,0,95,0,0,0,0,1,68,105,"1,247",214,28,1,0,0,240,299,27,7,0,0,0,0,0,0,0,0,0,0,67,22,12,155,0,12,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"5,072",0,"5,072"
France,265,"1,875",3,325,"3,384",124,0,0,8,"4,030",0,26,0,0,8,0,106,"1,741",0,0,5,0,"6,232",120,0,59,74,32,"1,022",6,0,"1,855",0,0,0,5,47,609,708,"13,273",887,172,5,2,2,"2,103","2,620",263,4,0,0,187,0,52,2,4,0,1,0,591,224,160,785,8,119,26,221,0,0,48,17,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,"44,456",0,"44,456"
Georgia,62,505,3,105,"3,173",28,0,0,5,"1,000",0,4,0,0,0,0,0,0,0,0,0,0,250,28,0,16,52,0,83,1,0,40,0,0,0,0,0,16,35,389,40,31,2,0,0,10,12,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,43,0,47,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,004",0,"6,004"
Germany,242,"1,250",8,272,"7,206",31,0,0,24,"5,571",0,32,0,0,2,0,"1,388","3,847",1,0,16,0,"8,146",82,0,100,228,24,668,10,0,"1,446",0,0,1,4,50,450,933,"21,888",843,269,16,1,0,"2,267","1,616",694,13,0,0,987,0,30,42,385,0,0,0,576,144,82,"1,048",0,47,20,139,0,0,71,16,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,"63,241",0,"63,241"
Great Britain and Northern Ireland,155,"2,739",4,926,"17,914",224,0,0,20,"8,345",0,167,0,0,6,0,139,"1,979",4,0,55,0,"4,621",107,0,43,132,12,896,1,0,"3,019",0,0,39,"1,104",59,"1,482","1,850","17,787",387,919,74,2,0,"5,750","4,798",711,42,0,0,698,0,25,12,18,0,1,0,"2,212","1,408",437,"2,676",67,183,82,115,0,0,121,69,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,"84,652",0,"84,652"
Greece,56,162,1,28,"1,372",0,0,0,0,"2,518",0,2,0,0,1,0,8,0,0,0,4,0,970,15,0,16,14,1,40,0,0,318,0,0,0,0,1,96,16,760,91,17,0,0,0,75,51,24,1,0,0,95,0,3,1,1,0,0,0,93,9,16,69,0,59,3,2,0,0,10,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,034",0,"7,034"
Hungary,41,135,0,34,869,3,0,0,1,593,0,6,0,0,1,0,0,1,0,0,1,0,426,38,0,7,51,16,51,1,0,160,0,0,2,37,2,78,30,"1,907",156,29,1,2,0,163,168,13,1,0,0,106,0,6,0,0,0,0,0,50,6,17,204,1,36,6,0,0,0,41,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,505",0,"5,505"
Iceland,2,10,0,4,328,3,0,0,0,166,0,0,0,0,0,0,0,2,0,0,0,0,242,64,0,5,10,0,20,0,0,41,0,0,0,0,0,50,1,189,49,1,0,0,0,24,36,23,4,0,0,3,0,0,0,0,0,0,0,25,46,2,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,380",0,"1,380"
Ireland,24,173,0,180,"1,336",5,0,0,9,807,0,3,0,0,0,0,36,171,0,0,6,0,577,16,0,14,29,1,130,0,0,699,0,0,41,145,20,215,160,"10,305",144,93,7,0,0,"1,050","1,032",93,0,0,0,3,0,0,0,0,0,0,0,153,116,36,362,2,305,3,1,0,0,19,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,530",0,"18,530"
Italy,129,535,3,158,"3,862",33,0,0,6,"2,499",0,12,0,0,1,0,238,924,0,0,2,0,"3,935",87,0,35,138,24,465,2,0,"1,165",0,0,0,1,21,302,172,"5,956",409,88,1,1,0,"1,000",793,202,6,0,1,423,0,18,20,12,0,0,0,510,132,93,374,2,37,20,274,0,0,88,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,"25,216",0,"25,216"
Kazakhstan,45,277,4,896,"6,811","3,504",0,0,41,1,0,1,0,0,48,0,0,19,0,0,0,0,"2,026",105,0,24,78,0,93,3,0,76,0,0,0,0,18,31,43,"3,699",91,35,10,0,0,44,69,67,4,0,0,0,0,0,0,0,0,0,0,7,0,1,29,0,28,4,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,257",0,"18,257"
Kosovo,31,248,0,6,"3,018",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,28,0,20,0,0,14,0,0,0,1,1,7,5,726,10,82,5,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,328",0,"4,328"
Kyrgyzstan,11,218,0,8,"1,841",13,0,0,21,0,0,0,0,0,10,0,0,0,0,0,0,0,188,12,0,21,40,0,132,0,0,21,0,0,0,0,0,12,5,"1,070",27,20,1,0,0,4,13,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,9,0,43,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,759",0,"3,759"
Latvia,19,47,0,3,415,129,0,0,1,"1,729",0,1,0,0,0,0,2,6,0,0,0,0,167,6,0,0,27,1,19,0,0,52,0,0,0,0,0,27,9,321,15,15,2,0,0,15,19,5,0,0,4,93,0,0,0,0,0,0,0,29,2,7,26,0,27,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,248",0,"3,248"
Liechtenstein,1,8,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,2,4,0,1,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67
Lithuania,29,134,0,10,300,2,0,0,0,374,0,1,0,0,0,0,0,15,0,0,0,0,249,3,0,23,25,2,23,1,0,60,0,0,0,28,1,24,7,"1,257",6,22,9,0,0,16,15,4,0,0,0,13,0,0,0,0,0,0,0,22,1,7,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,691",0,"2,691"
